seed,max_yield_index,done_index,max_yield
2901,16,16,99.99246091271331
2902,36,36,99.99248331149631
2903,10,10,99.99248331149631
2904,43,43,99.99248331149631
2905,31,31,99.99248331149631
2906,18,18,99.99248331149631
2907,50,-1,99.795175155573
2908,39,39,99.99248331149631
2909,41,41,99.99248331149631
2910,50,-1,99.79519748069741
2911,35,35,99.99248331149631
2912,50,-1,99.79519748069741
2913,38,38,99.99248331149631
2914,35,-1,99.79519748069741
2915,39,39,99.99246091271331
2916,27,27,99.99248331149631
2917,1,1,99.99246091271331
2918,33,33,99.99248331149631
2919,5,5,99.99248331149631
2920,22,-1,99.79519748069741
2921,18,-1,99.79519748069741
2922,42,42,99.99248331149631
2923,37,37,99.99246091271331
2924,43,-1,99.795175155573
2925,33,33,99.99248331149631
2926,24,24,99.99246091271331
2927,28,28,99.99246091271331
2928,10,-1,99.79519748069741
2929,17,17,99.99248331149631
2930,45,45,99.99246091271331
2931,17,17,99.99248331149631
2932,8,8,99.99248331149631
2933,22,-1,99.79519748069741
2934,37,37,99.99248331149631
2935,18,-1,99.11381585237794
2936,18,18,99.99248331149631
2937,32,32,99.99248331149631
2938,15,15,99.99248331149631
2939,27,-1,99.79519748069741
2940,40,40,99.99248331149631
2941,21,21,99.99246091271331
2942,36,36,99.99246091271331
2943,18,18,99.99248331149631
2944,50,50,99.99246091271331
2945,8,8,99.99248331149631
2946,12,12,99.99248331149631
2947,35,-1,99.79519748069741
2948,38,38,99.99248331149631
2949,19,19,99.99248331149631
2950,47,-1,96.49491836951914
2951,1,1,99.99248331149631
2952,50,50,99.99248331149631
2953,20,20,99.99248331149631
2954,31,31,99.99246091271331
2955,34,34,99.99248331149631
2956,5,5,99.99248331149631
2957,9,9,99.99248331149631
2958,39,39,99.99248331149631
2959,33,33,99.99246091271331
2960,12,12,99.99248331149631
2961,36,-1,99.79519748069741
2962,43,43,99.99246091271331
2963,40,-1,99.79519748069741
2964,22,22,99.99248331149631
2965,30,30,99.99248331149631
2966,17,-1,99.795175155573
2967,38,38,99.99246091271331
2968,50,-1,99.79519748069741
2969,48,-1,99.5963982535343
2970,33,33,99.99246091271331
2971,7,7,99.99248331149631
2972,39,39,99.99248331149631
2973,5,5,99.99248331149631
2974,21,21,99.99248331149631
2975,50,50,99.99246091271331
2976,44,44,99.99246091271331
2977,31,31,99.99246091271331
2978,20,-1,99.79519748069741
2979,34,34,99.99248331149631
2980,38,38,99.99248331149631
2981,46,46,99.99248331149631
2982,22,22,99.99248331149631
2983,26,26,99.99248331149631
2984,24,24,99.99248331149631
2985,31,31,99.99246091271331
2986,44,-1,99.79519748069741
2987,23,23,99.99248331149631
2988,41,41,99.99248331149631
2989,14,14,99.99248331149631
2990,14,14,99.99248331149631
2991,21,21,99.99248331149631
2992,35,-1,99.79519748069741
2993,17,-1,96.49491836951914
2994,8,8,99.99248331149631
2995,26,-1,99.79519748069741
2996,20,-1,99.795175155573
2997,25,25,99.99248331149631
2998,18,18,99.99248331149631
2999,33,33,99.99246091271331
